TermID	padj	species
T-complex protein 1, gamma subunit	0.03214640122059951	Vvinifera
Transcription factor FAMA/SPEECHLESS/MUTE	0.03214640122059951	Vvinifera
tRNA-binding domain	0.03214640122059951	Vvinifera
C2 domain	0.0368093964446322	Vvinifera
Histone-fold	0.0418315123715497	Vvinifera
Amine oxidase	0.047867626128870175	Vvinifera
C2 domain superfamily	0.047867626128870175	Vvinifera
Trehalose-phosphatase	0.04990747220666668	Vvinifera
mitotic cell cycle	3.735535950408609e-30	Osativa
proteasome-mediated ubiquitin-dependent protein catabolic process	4.379161950161504e-27	Osativa
positive regulation of cell population proliferation	1.59014306668077e-24	Osativa
regulation of mitotic nuclear division	7.041877191705648e-24	Osativa
positive regulation of cell cycle	2.042531371398854e-23	Osativa
cell division	2.4445991610245528e-23	Osativa
cell cycle	5.240321485673802e-21	Osativa
proteasomal protein catabolic process	2.3313155708585375e-20	Osativa
proteasomal ubiquitin-independent protein catabolic process	2.3313155708585375e-20	Osativa
mitotic cell cycle phase transition	1.0767027908897723e-18	Osativa
regulation of cyclin-dependent protein serine/threonine kinase activity	1.0767027908897723e-18	Osativa
protein-chromophore linkage	1.0295485503402392e-16	Osativa
photosynthesis, light harvesting	2.0737348431789874e-15	Osativa
photosynthesis, light harvesting in photosystem I	2.0737348431789874e-15	Osativa
regulation of alternative mRNA splicing, via spliceosome	2.1395261593173992e-12	Osativa
mRNA cis splicing, via spliceosome	8.44531221604001e-12	Osativa
intracellular protein transport	2.141438457871143e-11	Osativa
mRNA splicing, via spliceosome	4.163100977365103e-11	Osativa
photosynthesis	6.233384668308868e-10	Osativa
endoplasmic reticulum to Golgi vesicle-mediated transport	1.650155501234212e-7	Osativa
long-chain fatty acid metabolic process	2.0384242463919296e-7	Osativa
proteolysis involved in cellular protein catabolic process	2.9571472908689684e-7	Osativa
microtubule-based process	5.550311839596947e-7	Osativa
response to light stimulus	7.456949388447249e-7	Osativa
positive regulation of proteasomal protein catabolic process	1.1621085224712534e-6	Osativa
vesicle-mediated transport	2.3370972658088713e-6	Osativa
modification-dependent protein catabolic process	3.809655024098288e-6	Osativa
DNA recombinase assembly	4.150271495062055e-6	Osativa
mitotic recombination	4.150271495062055e-6	Osativa
chromatin remodeling	5.126645641124634e-6	Osativa
RNA splicing	9.088452098127617e-6	Osativa
cytoskeleton organization	2.0021251015819553e-5	Osativa
reciprocal meiotic recombination	2.0021251015819553e-5	Osativa
SRP-dependent cotranslational protein targeting to membrane	2.0021251015819553e-5	Osativa
strand invasion	2.0021251015819553e-5	Osativa
microtubule cytoskeleton organization	3.063451855112699e-5	Osativa
protein quality control for misfolded or incompletely synthesized proteins	6.263082807324839e-5	Osativa
sphingosine biosynthetic process	6.263082807324839e-5	Osativa
Rab protein signal transduction	7.082804237553835e-5	Osativa
spliceosomal snRNP assembly	8.045184092819965e-5	Osativa
mitochondrial pyruvate transmembrane transport	8.045184092819965e-5	Osativa
regulation of exocytosis	8.045184092819965e-5	Osativa
protein folding	1.2705283165521944e-4	Osativa
ceramide biosynthetic process	2.9883573943905866e-4	Osativa
trehalose metabolism in response to stress	2.9883573943905866e-4	Osativa
ubiquitin-dependent protein catabolic process	3.38320665729205e-4	Osativa
positive regulation of RNA polymerase II transcription preinitiation complex assembly	3.4922244896797385e-4	Osativa
intra-Golgi vesicle-mediated transport	5.247142372885869e-4	Osativa
mRNA processing	5.65027500924324e-4	Osativa
ubiquitin-dependent ERAD pathway	6.170660625885767e-4	Osativa
retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	8.389265675773354e-4	Osativa
cytidine to uridine editing	8.697977769704895e-4	Osativa
G1/S transition of mitotic cell cycle	8.697977769704895e-4	Osativa
histone H3-K27 methylation	8.697977769704895e-4	Osativa
vesicle docking involved in exocytosis	8.697977769704895e-4	Osativa
fatty acid beta-oxidation	9.805101278306874e-4	Osativa
trehalose metabolic process	0.0013418374434712678	Osativa
production of siRNA involved in RNA interference	0.0013418374434712678	Osativa
fatty acid metabolic process	0.0014583431389378029	Osativa
cellular metabolic process	0.0015035112356746863	Osativa
histone ubiquitination	0.0015035112356746863	Osativa
positive regulation of DNA-templated transcription, elongation	0.0015035112356746863	Osativa
specification of stamen identity	0.0015035112356746863	Osativa
DNA metabolic process	0.0028744881248318733	Osativa
sphingolipid metabolic process	0.004120530279381266	Osativa
anion transmembrane transport	0.005193632386381239	Osativa
ATP metabolic process	0.005193632386381239	Osativa
box C/D snoRNP assembly	0.005193632386381239	Osativa
methionine metabolic process	0.005193632386381239	Osativa
PSII associated light-harvesting complex II catabolic process	0.005193632386381239	Osativa
response to glucose	0.005193632386381239	Osativa
protein polyubiquitination	0.0058465982505152255	Osativa
mitochondrion organization	0.007122671965285465	Osativa
translational initiation	0.008946014841156045	Osativa
regulation of translation	0.009317587822146157	Osativa
proton transmembrane transport	0.010048800014854814	Osativa
gene silencing by RNA	0.010433134487563106	Osativa
adenine salvage	0.010433134487563106	Osativa
L-methionine salvage from methylthioadenosine	0.010433134487563106	Osativa
negative regulation of macromolecule metabolic process	0.010433134487563106	Osativa
photoinhibition	0.010433134487563106	Osativa
positive regulation of cyclin-dependent protein serine/threonine kinase activity	0.010433134487563106	Osativa
production of siRNA involved in gene silencing by small RNA	0.010433134487563106	Osativa
protein targeting to ER	0.010433134487563106	Osativa
regulation of G2/M transition of mitotic cell cycle	0.010433134487563106	Osativa
transcription, RNA-templated	0.010433134487563106	Osativa
protein secretion	0.010476381273902258	Osativa
DNA repair	0.014461807673468012	Osativa
Golgi organization	0.014927378501752568	Osativa
trehalose biosynthetic process	0.01686811955765504	Osativa
AMP salvage	0.01782306381762731	Osativa
cellular glucose homeostasis	0.01782306381762731	Osativa
defense response to virus	0.01782306381762731	Osativa
photosystem II repair	0.01782306381762731	Osativa
protein processing involved in protein targeting to mitochondrion	0.01782306381762731	Osativa
purine ribonucleoside salvage	0.01782306381762731	Osativa
pyruvate metabolic process	0.01782306381762731	Osativa
response to high light intensity	0.01782306381762731	Osativa
response to blue light	0.023054916660416872	Osativa
chromosome organization involved in meiotic cell cycle	0.023054916660416872	Osativa
cyanide catabolic process	0.023054916660416872	Osativa
cyanide metabolic process	0.023054916660416872	Osativa
detoxification of nitrogen compound	0.023054916660416872	Osativa
fatty acid beta-oxidation using acyl-CoA oxidase	0.023054916660416872	Osativa
maintenance of shoot apical meristem identity	0.023054916660416872	Osativa
mitotic recombination-dependent replication fork processing	0.023054916660416872	Osativa
mRNA 5'-splice site recognition	0.023054916660416872	Osativa
mRNA methylation	0.023054916660416872	Osativa
nitric oxide biosynthetic process	0.023054916660416872	Osativa
protein targeting	0.023054916660416872	Osativa
regulation of response to wounding	0.023054916660416872	Osativa
response to low light intensity stimulus	0.023054916660416872	Osativa
RNAi-mediated antiviral immune response	0.023054916660416872	Osativa
spliceosomal complex disassembly	0.023054916660416872	Osativa
synaptonemal complex assembly	0.023054916660416872	Osativa
nucleic acid metabolic process	0.02521455406912254	Osativa
regulation of ethylene-activated signaling pathway	0.02521455406912254	Osativa
rRNA catabolic process	0.02521455406912254	Osativa
RNA metabolic process	0.02825555522056704	Osativa
response to heat	0.03310631612710075	Osativa
mitochondrial mRNA modification	0.03600968371181605	Osativa
glucose 6-phosphate metabolic process	0.03737146922361877	Osativa
mismatch repair	0.03737146922361877	Osativa
monocarboxylic acid metabolic process	0.03737146922361877	Osativa
cellular response to heat	0.040719872247294904	Osativa
protein refolding	0.04611098437141225	Osativa
flower development	0.04904148887355242	Osativa
Cyclin, N-terminal	6.803022852373153e-27	Osativa
Cyclin-like	2.853332068661574e-24	Osativa
Cyclin	9.219801552673932e-23	Osativa
Cyclin, C-terminal domain	9.219801552673932e-23	Osativa
Cyclin-like superfamily	1.0716142080982608e-22	Osativa
Proteasome, subunit alpha/beta	8.101547074455939e-20	Osativa
Nucleophile aminohydrolases, N-terminal	6.385007782834473e-15	Osativa
Chlorophyll A-B binding protein, plant and chromista	8.407500657119644e-15	Osativa
Proteasome alpha-subunit, N-terminal domain	2.446359670368662e-14	Osativa
Proteasome alpha-type subunit	2.446359670368662e-14	Osativa
Chlorophyll A-B binding protein	3.8246138957743386e-12	Osativa
AAA+ ATPase domain	7.371647315145214e-10	Osativa
Tubulin, C-terminal	8.373857882879517e-9	Osativa
Tubulin	3.514509183822868e-8	Osativa
Tubulin, conserved site	3.514509183822868e-8	Osativa
AAA ATPase, AAA+ lid domain	5.807020329808638e-8	Osativa
P-loop containing nucleoside triphosphate hydrolase	8.915180504873995e-8	Osativa
Tubulin/FtsZ-like, C-terminal domain	8.915180504873995e-8	Osativa
Tubulin/FtsZ, 2-layer sandwich domain	8.915180504873995e-8	Osativa
Tubulin/FtsZ, C-terminal	8.915180504873995e-8	Osativa
Tubulin/FtsZ, GTPase domain	8.915180504873995e-8	Osativa
Longin-like domain superfamily	1.0322325182853124e-7	Osativa
Peptidase M41	1.18700251379598e-7	Osativa
ClpP/crotonase-like domain superfamily	2.849158451555569e-7	Osativa
Proteasomal ATPase OB C-terminal domain	3.966883981697068e-7	Osativa
Tubulin/FtsZ, GTPase domain superfamily	1.1908151874586531e-6	Osativa
ATPase, nucleotide binding domain	1.5843814064670685e-6	Osativa
Helicase, C-terminal	1.5843814064670685e-6	Osativa
26S proteasome regulatory subunit P45-like	2.17120403505014e-6	Osativa
Beta tubulin	2.17120403505014e-6	Osativa
Beta tubulin, autoregulation binding site	2.17120403505014e-6	Osativa
Flavoprotein pyridine nucleotide cytochrome reductase	3.0136830297873965e-6	Osativa
Oxidoreductase FAD/NAD(P)-binding	3.0136830297873965e-6	Osativa
Peptidase M41-like	3.0136830297873965e-6	Osativa
Helicase superfamily 1/2, ATP-binding domain	5.582067598388704e-6	Osativa
Transcription factor TCP subgroup	6.388399805348403e-6	Osativa
Ubiquitin conserved site	6.440555504107406e-6	Osativa
3-hydroxyacyl-CoA dehydrogenase, NAD binding	6.6389722212907206e-6	Osativa
DNA recombination and repair protein, RecA-like	6.6389722212907206e-6	Osativa
Flavoprotein pyridine nucleotide cytochrome reductase-like, FAD-binding domain	6.6389722212907206e-6	Osativa
NADH:cytochrome b5 reductase-like	6.6389722212907206e-6	Osativa
Signal recognition particle SRP54, helical bundle	6.6389722212907206e-6	Osativa
ATPase, AAA-type, conserved site	7.463237336290121e-6	Osativa
Ubiquitin domain	1.1371253673655305e-5	Osativa
Transcription factor, TCP	1.1980024271902539e-5	Osativa
Actin family	1.6506696044235738e-5	Osativa
Signal recognition particle SRP54, N-terminal domain superfamily	3.2468698999881057e-5	Osativa
Signal recognition particle, SRP54 subunit, GTPase domain	3.2468698999881057e-5	Osativa
V-ATPase proteolipid subunit	3.2468698999881057e-5	Osativa
V-ATPase proteolipid subunit C-like domain	3.2468698999881057e-5	Osativa
GroEL-like equatorial domain superfamily	3.609005558800046e-5	Osativa
Ubiquitin-conjugating enzyme, active site	7.271011054367301e-5	Osativa
LSM domain superfamily	7.271011054367301e-5	Osativa
LSM domain, eukaryotic/archaea-type	7.271011054367301e-5	Osativa
ATPase, AAA-type, core	8.354172745852716e-5	Osativa
FAD-binding domain, ferredoxin reductase-type	8.354172745852716e-5	Osativa
Ferredoxin-NADP reductase (FNR), nucleotide-binding domain	8.354172745852716e-5	Osativa
Riboflavin synthase-like beta-barrel	8.354172745852716e-5	Osativa
ATP-dependent Clp protease proteolytic subunit	8.354172745852716e-5	Osativa
Clp protease proteolytic subunit /Translocation-enhancing protein TepA	8.354172745852716e-5	Osativa
Cullin homology domain superfamily	8.354172745852716e-5	Osativa
Cullin protein, neddylation domain	8.354172745852716e-5	Osativa
DNA recombination and repair protein Rad51-like, C-terminal	8.354172745852716e-5	Osativa
DNA recombination and repair protein RecA-like, ATP-binding domain	8.354172745852716e-5	Osativa
Enoyl-CoA hydratase/isomerase, conserved site	8.354172745852716e-5	Osativa
Peptidase, FtsH	8.354172745852716e-5	Osativa
Chaperonin Cpn60/GroEL/TCP-1 family	9.785227475371245e-5	Osativa
GroEL-like apical domain superfamily	9.785227475371245e-5	Osativa
3-hydroxyacyl-CoA dehydrogenase, C-terminal	9.785227475371245e-5	Osativa
3-hydroxyacyl-CoA dehydrogenase, conserved site	9.785227475371245e-5	Osativa
Actin/actin-like conserved site	9.785227475371245e-5	Osativa
Chaperone tailless complex polypeptide 1 (TCP-1)	9.785227475371245e-5	Osativa
DNA recombination and repair protein RecA, monomer-monomer interface	9.785227475371245e-5	Osativa
DNA repair Rad51/transcription factor NusA, alpha-helical	9.785227475371245e-5	Osativa
Mitochondrial pyruvate carrier	9.785227475371245e-5	Osativa
Proteasome B-type subunit	9.785227475371245e-5	Osativa
Proteasome beta-type subunit, conserved site	9.785227475371245e-5	Osativa
Rad51/DMC1/RadA	9.785227475371245e-5	Osativa
Sm-like protein Lsm6/SmF	9.785227475371245e-5	Osativa
SRP/SRP receptor, N-terminal	9.785227475371245e-5	Osativa
RNA recognition motif domain	1.3123285322944143e-4	Osativa
AP complex, mu/sigma subunit	1.6722138856445267e-4	Osativa
F/V-ATP synthase subunit C superfamily	1.7190697663894465e-4	Osativa
Nucleotide-binding alpha-beta plait domain superfamily	2.327137729261285e-4	Osativa
RNA-binding domain superfamily	2.502075529371246e-4	Osativa
MORF/ORRM1/DAG-like	3.622615449392957e-4	Osativa
Small GTPase	3.6971467524420164e-4	Osativa
Actin, conserved site	4.133213322642201e-4	Osativa
Cyclin/Cyclin-like subunit Ssn8	4.133213322642201e-4	Osativa
Ethylene insensitive 3-like protein, DNA-binding domain superfamily	4.133213322642201e-4	Osativa
NOP5, N-terminal	4.133213322642201e-4	Osativa
V-ATPase proteolipid subunit C, eukaryotic	4.133213322642201e-4	Osativa
Cullin	6.432807754741574e-4	Osativa
Cullin, N-terminal	6.432807754741574e-4	Osativa
Histone H2A, C-terminal domain	0.001065671325047467	Osativa
TCP-1-like chaperonin intermediate domain superfamily	0.001065671325047467	Osativa
2-oxoacid dehydrogenase acyltransferase, catalytic domain	0.001065671325047467	Osativa
ClpP, histidine active site	0.001065671325047467	Osativa
Cullin homology domain	0.001065671325047467	Osativa
Ethylene insensitive 3	0.001065671325047467	Osativa
Nop domain	0.001065671325047467	Osativa
Nop domain superfamily	0.001065671325047467	Osativa
NOSIC	0.001065671325047467	Osativa
Prohibitin	0.001065671325047467	Osativa
DEAD/DEAH box helicase domain	0.0011855998176637235	Osativa
Glycosyl transferase, family 20	0.001625507940387555	Osativa
Aminotransferase, class-II, pyridoxal-phosphate binding site	0.001625507940387555	Osativa
ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain	0.001625507940387555	Osativa
ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain superfamily	0.001625507940387555	Osativa
Chaperonin TCP-1, conserved site	0.001625507940387555	Osativa
Clathrin adaptor complex, small chain	0.001625507940387555	Osativa
Clathrin light chain	0.001625507940387555	Osativa
Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	0.001625507940387555	Osativa
DNA-directed RNA polymerase, 30-40kDa subunit, conserved site	0.001625507940387555	Osativa
DNA-directed RNA polymerase, insert domain	0.001625507940387555	Osativa
DNA-directed RNA polymerase, insert domain superfamily	0.001625507940387555	Osativa
DNA-directed RNA polymerase, RpoA/D/Rpb3-type	0.001625507940387555	Osativa
DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site	0.001625507940387555	Osativa
Domain of unknown function DUF1605	0.001625507940387555	Osativa
Elongation factor 1-gamma, plant	0.001625507940387555	Osativa
Elongation factor 1B gamma, C-terminal	0.001625507940387555	Osativa
Elongation factor EF1B gamma, C-terminal domain superfamily	0.001625507940387555	Osativa
Eukaryotic porin/Tom40	0.001625507940387555	Osativa
Eukaryotic translation initiation factor 4E (eIF-4E), conserved site	0.001625507940387555	Osativa
GPN-loop GTPase	0.001625507940387555	Osativa
Initiation factor 2B-like, C-terminal	0.001625507940387555	Osativa
Initiation factor 2B-related	0.001625507940387555	Osativa
Initiation factor 4G	0.001625507940387555	Osativa
Porin, eukaryotic type	0.001625507940387555	Osativa
Ribosomal protein S27a	0.001625507940387555	Osativa
RuvB-like, AAA-lid domain	0.001625507940387555	Osativa
S27a-like superfamily	0.001625507940387555	Osativa
Trafficking protein particle complex subunit	0.001625507940387555	Osativa
Translation Initiation factor eIF- 4e	0.001625507940387555	Osativa
Translation Initiation factor eIF- 4e-like	0.001625507940387555	Osativa
Enoyl-CoA hydratase/isomerase	0.0020757188243988238	Osativa
Histone H2A	0.0031109681302448444	Osativa
Nucleolar protein Nop56/Nop58	0.003537928937168873	Osativa
Ubiquitin-conjugating enzyme E2	0.004285675460591403	Osativa
2-oxo acid dehydrogenase, lipoyl-binding site	0.005273393468323389	Osativa
Peptidase M16, C-terminal	0.005273393468323389	Osativa
1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase, eukaryotes	0.005273393468323389	Osativa
Acireductone dioxygenase ARD family	0.005273393468323389	Osativa
Adenine phosphoribosyl transferase	0.005273393468323389	Osativa
Calreticulin/calnexin, conserved site	0.005273393468323389	Osativa
Calreticulin/calnexin, P domain superfamily	0.005273393468323389	Osativa
Coatomer subunit zeta	0.005273393468323389	Osativa
DNA mismatch repair protein MutS, C-terminal	0.005273393468323389	Osativa
E3-binding domain superfamily	0.005273393468323389	Osativa
Heat shock protein Hsp90, conserved site	0.005273393468323389	Osativa
Helicase-associated domain	0.005273393468323389	Osativa
Hexokinase, N-terminal	0.005273393468323389	Osativa
KHA domain	0.005273393468323389	Osativa
MIF4G-like, type 3	0.005273393468323389	Osativa
Peripheral subunit-binding domain	0.005273393468323389	Osativa
Polyprenyl synthetase, conserved site	0.005273393468323389	Osativa
RuvB-like	0.005273393468323389	Osativa
RuvBL1/2, DNA/RNA binding domain	0.005273393468323389	Osativa
Signal recognition particle, SRP54 subunit	0.005273393468323389	Osativa
Signal recognition particle, SRP54 subunit, M-domain	0.005273393468323389	Osativa
Signal recognition particle, SRP54 subunit, M-domain superfamily	0.005273393468323389	Osativa
TIP49, P-loop domain	0.005273393468323389	Osativa
ANL, N-terminal domain	0.005374377029478591	Osativa
Ubiquitin-conjugating enzyme/RWD-like	0.006944282584684022	Osativa
AMP-dependent synthetase/ligase	0.007256602797519384	Osativa
HAD-superfamily hydrolase, subfamily IIB	0.007256602797519384	Osativa
Biotin/lipoyl attachment	0.00813441761316761	Osativa
Metalloenzyme, LuxS/M16 peptidase-like	0.00813441761316761	Osativa
Peptidase M16, N-terminal	0.00813441761316761	Osativa
Single hybrid motif	0.00813441761316761	Osativa
Ubiquitin-like domain	0.008293219537176497	Osativa
Trehalose-phosphatase	0.009412650814720064	Osativa
ATPase, alpha/beta subunit, nucleotide-binding domain, active site	0.011175731240959726	Osativa
ATPase, F1/V1 complex, beta/alpha subunit, C-terminal	0.011175731240959726	Osativa
Calreticulin/calnexin	0.011175731240959726	Osativa
FeS cluster biogenesis	0.011175731240959726	Osativa
FeS cluster insertion protein	0.011175731240959726	Osativa
Heat shock protein Hsp90 family	0.011175731240959726	Osativa
Heat shock protein Hsp90, N-terminal	0.011175731240959726	Osativa
HesB-like domain superfamily	0.011175731240959726	Osativa
HSP90, C-terminal domain	0.011175731240959726	Osativa
Nop, C-terminal domain	0.011175731240959726	Osativa
Polyprenyl synthetase	0.011175731240959726	Osativa
Porin domain superfamily	0.011175731240959726	Osativa
RNA polymerase, RBP11-like subunit	0.011175731240959726	Osativa
RNA-dependent RNA polymerase, eukaryotic-type	0.011175731240959726	Osativa
Histone H2A conserved site	0.011284590571015567	Osativa
Cyclophilin-like domain superfamily	0.011284590571015567	Osativa
Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain	0.011284590571015567	Osativa
Aminotransferase, class I/classII	0.018511056887064233	Osativa
Small GTP-binding protein domain	0.020645623488939176	Osativa
ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain	0.020645623488939176	Osativa
Coatomer, WD associated region	0.020645623488939176	Osativa
DNA mismatch repair MutS family	0.020645623488939176	Osativa
Hexokinase	0.020645623488939176	Osativa
Hexokinase, C-terminal	0.020645623488939176	Osativa
Zinc finger, CCHC-type superfamily	0.0224290051804872	Osativa
AMP-binding, conserved site	0.024867955422138353	Osativa
26S Proteasome regulatory subunit 4	0.024867955422138353	Osativa
26S proteasome regulatory subunit 8	0.024867955422138353	Osativa
Acyl-CoA oxidase	0.024867955422138353	Osativa
Acyl-CoA oxidase, C-terminal	0.024867955422138353	Osativa
Alpha tubulin	0.024867955422138353	Osativa
Anaphase-promoting complex subunit 11, RING-H2 finger	0.024867955422138353	Osativa
AP-1 complex subunit sigma	0.024867955422138353	Osativa
ATP synthase, F1 beta subunit	0.024867955422138353	Osativa
ATP synthase, F1 beta subunit superfamily	0.024867955422138353	Osativa
Calreticulin	0.024867955422138353	Osativa
Coatomer alpha subunit	0.024867955422138353	Osativa
CRA domain	0.024867955422138353	Osativa
CTLH/CRA C-terminal to LisH motif domain	0.024867955422138353	Osativa
CXC domain	0.024867955422138353	Osativa
Ded1/Dbp1, DEAD-box helicase domain	0.024867955422138353	Osativa
Derlin	0.024867955422138353	Osativa
DNA recombination/repair protein Rad51	0.024867955422138353	Osativa
Eukaryotic molybdopterin oxidoreductase	0.024867955422138353	Osativa
Hexokinase, binding site	0.024867955422138353	Osativa
Histone-lysine N-methyltransferase EZH1/2-like	0.024867955422138353	Osativa
Histone-lysine N-methyltransferase, plant	0.024867955422138353	Osativa
Isocitrate dehydrogenase NAD-dependent	0.024867955422138353	Osativa
Like-Sm (LSM) domain containing protein, LSm4/SmD1/SmD3	0.024867955422138353	Osativa
Long-chain fatty acid CoA synthetase, eukaryotic	0.024867955422138353	Osativa
Mannose-1-phosphate guanyltransferase, N-terminal domain	0.024867955422138353	Osativa
Meiotic recombination protein Dmc1	0.024867955422138353	Osativa
Microtubule-associated protein 70	0.024867955422138353	Osativa
Moybdenum cofactor oxidoreductase, dimerisation	0.024867955422138353	Osativa
MT-A70-like	0.024867955422138353	Osativa
N6-adenosine-methyltransferase non-catalytic subunit METTL14-like	0.024867955422138353	Osativa
Nedd8-like ubiquitin	0.024867955422138353	Osativa
Nitrate reductase NADH dependent	0.024867955422138353	Osativa
Nitrilase/Cyanide hydratase	0.024867955422138353	Osativa
Nitrilase/cyanide hydratase, conserved site	0.024867955422138353	Osativa
Oxidoreductase, molybdopterin binding site	0.024867955422138353	Osativa
Oxidoreductase, molybdopterin-binding domain	0.024867955422138353	Osativa
Oxidoreductase, molybdopterin-binding domain superfamily	0.024867955422138353	Osativa
Peptidase T1A, proteasome beta-subunit	0.024867955422138353	Osativa
Pre-mRNA-splicing factor Cwc2/Slt11	0.024867955422138353	Osativa
Pre-SET CXC domain	0.024867955422138353	Osativa
Proteasome subunit alpha2	0.024867955422138353	Osativa
Proteasome subunit alpha6	0.024867955422138353	Osativa
RmlD-like substrate binding domain	0.024867955422138353	Osativa
RNA polymerase Rpb1, domain 5	0.024867955422138353	Osativa
Signal recognition particle, SRP54 subunit, eukaryotic	0.024867955422138353	Osativa
Small nuclear ribonucleoprotein F	0.024867955422138353	Osativa
Small nuclear ribonucleoprotein Sm D3	0.024867955422138353	Osativa
Torus domain	0.024867955422138353	Osativa
Ubiquitin activating enzyme, alpha domain superfamily	0.024867955422138353	Osativa
Ribosomal protein S5 domain 2-type fold	0.02710250345804033	Osativa
Adaptor protein complex, sigma subunit	0.02757204171823907	Osativa
Nucleotidyl transferase domain	0.02757204171823907	Osativa
Ubiquitin-like domain superfamily	0.03666857380495959	Osativa
Band 7 domain	0.039898796175603775	Osativa
Band 7/SPFH domain superfamily	0.039898796175603775	Osativa
Annexin repeat	0.04210147518156092	Osativa
Annexin superfamily	0.04210147518156092	Osativa
G-protein beta WD-40 repeat	0.046062986377422954	Osativa
proteasomal protein catabolic process	1.494367479467116e-22	Zmays
proteasome-mediated ubiquitin-dependent protein catabolic process	2.979530627937218e-15	Zmays
proteolysis involved in cellular protein catabolic process	5.930601091936699e-13	Zmays
long-chain fatty acid metabolic process	9.579603685292838e-12	Zmays
proteasomal ubiquitin-independent protein catabolic process	2.7876086852990574e-11	Zmays
tricarboxylic acid cycle	8.736556621889399e-11	Zmays
trehalose metabolism in response to stress	1.698576232780654e-10	Zmays
protein-chromophore linkage	3.665704233974768e-10	Zmays
positive regulation of proteasomal protein catabolic process	1.0087221482484222e-9	Zmays
fatty acid metabolic process	1.117988463275749e-9	Zmays
trehalose metabolic process	1.7616858940557302e-8	Zmays
carboxylic acid metabolic process	2.585994926103714e-8	Zmays
phosphorelay signal transduction system	2.7907182535418186e-8	Zmays
post-transcriptional gene silencing by RNA	4.8109307056410184e-8	Zmays
cutin biosynthetic process	4.8109307056410184e-8	Zmays
vernalization response	4.8109307056410184e-8	Zmays
fatty acid beta-oxidation	8.327524577227488e-8	Zmays
protein folding	8.327524577227488e-8	Zmays
jasmonic acid mediated signaling pathway	8.327524577227488e-8	Zmays
peptidyl-histidine phosphorylation	1.5042044637428705e-7	Zmays
cellular glucose homeostasis	1.6020014130212747e-7	Zmays
chromatin remodeling	1.66515885179438e-7	Zmays
phospholipid catabolic process	1.7291754154195176e-7	Zmays
DNA replication initiation	1.8823907729191406e-7	Zmays
protein catabolic process	4.607653051560423e-7	Zmays
photosynthesis, light harvesting in photosystem I	4.9773993256622e-7	Zmays
tRNA aminoacylation for protein translation	9.897931554009317e-7	Zmays
glucose 6-phosphate metabolic process	1.0031224402835888e-6	Zmays
regulation of gene expression, epigenetic	1.0031224402835888e-6	Zmays
rhythmic process	1.9580257811136472e-6	Zmays
tryptophan biosynthetic process	1.9580257811136472e-6	Zmays
phosphatidylcholine metabolic process	2.11909776910818e-6	Zmays
ubiquitin-dependent protein catabolic process	2.833058175253523e-6	Zmays
carbohydrate metabolic process	3.831789221821916e-6	Zmays
trehalose biosynthetic process	4.181933430373255e-6	Zmays
hexose metabolic process	1.4023941963764742e-5	Zmays
mitochondrial pyruvate transmembrane transport	1.4392919010946428e-5	Zmays
photosynthesis, light harvesting	2.152108272933876e-5	Zmays
nucleoside metabolic process	3.6911580972801524e-5	Zmays
UMP salvage	4.5318047814220894e-5	Zmays
reproductive structure development	4.917034854905388e-5	Zmays
acetyl-CoA biosynthetic process from pyruvate	5.4479213749251905e-5	Zmays
glutaminyl-tRNA aminoacylation	6.146255511212203e-5	Zmays
malonyl-CoA biosynthetic process	6.146255511212203e-5	Zmays
transsulfuration	6.146255511212203e-5	Zmays
post-embryonic development	7.559629997088014e-5	Zmays
gene silencing by RNA	7.608238399539473e-5	Zmays
cytokinin-activated signaling pathway	1.0370090371758057e-4	Zmays
tryptophan metabolic process	2.0996179879973474e-4	Zmays
positive regulation of transcription by RNA polymerase II	2.2968843021588053e-4	Zmays
CTP salvage	2.589234910551123e-4	Zmays
spermine catabolic process	2.589234910551123e-4	Zmays
phenylpropanoid metabolic process	2.723576414632549e-4	Zmays
endoplasmic reticulum to Golgi vesicle-mediated transport	4.516379625881321e-4	Zmays
carbohydrate phosphorylation	4.994909525238916e-4	Zmays
malate metabolic process	6.696287412779702e-4	Zmays
ascorbate glutathione cycle	6.89947168382235e-4	Zmays
glycolytic process	8.367633164484519e-4	Zmays
starch biosynthetic process	9.06680502490892e-4	Zmays
lipid catabolic process	9.621943839641224e-4	Zmays
peptidyl-arginine methylation	9.621943839641224e-4	Zmays
metabolic process	9.621943839641224e-4	Zmays
mRNA splicing, via spliceosome	0.0012583945189400818	Zmays
methionyl-tRNA aminoacylation	0.0012583945189400818	Zmays
mitotic DNA replication checkpoint signaling	0.0012583945189400818	Zmays
phosphatidylinositol-mediated signaling	0.0012583945189400818	Zmays
box C/D snoRNP assembly	0.0012583945189400818	Zmays
fatty acid beta-oxidation using acyl-CoA oxidase	0.0012583945189400818	Zmays
