TermID	genes	all	pval	padj	Class	Mode	Motif	Peak	Species
phosphorelay signal transduction system	23	51	1.0204767785348219e-5	0.002421931554389311	GOBP	WGD	bifan	peak1	Zmays
acetyl-CoA biosynthetic process from pyruvate	11	17	3.2452391777113023e-5	0.006759112279644753	GOBP	WGD	bifan	peak1	Zmays
autophagy	20	44	3.3225973284770555e-5	0.006759112279644753	GOBP	WGD	bifan	peak1	Zmays
glycolytic process	32	87	3.749438395582885e-5	0.007118933700413371	GOBP	WGD	bifan	peak1	Zmays
Golgi organization	14	26	4.9858558507916594e-5	0.008874823414409153	GOBP	WGD	bifan	peak1	Zmays
ubiquitin-dependent ERAD pathway	22	52	5.330917994463595e-5	0.008930855557783716	GOBP	WGD	bifan	peak1	Zmays
protein polyubiquitination	30	82	7.26391224368096e-5	0.011493123372224096	GOBP	WGD	bifan	peak1	Zmays
negative gravitropism	9	13	8.172425085081902e-5	0.012250035074901714	GOBP	WGD	bifan	peak1	Zmays
regulation of transcription by RNA polymerase II	42	130	9.016878194994418e-5	0.012840034549672051	GOBP	WGD	bifan	peak1	Zmays
intracellular signal transduction	41	127	1.1070911274021598e-4	0.015014264432577862	GOBP	WGD	bifan	peak1	Zmays
protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	12	22	1.4791149620817622e-4	0.019147815509131177	GOBP	WGD	bifan	peak1	Zmays
vesicle-mediated transport	61	214	1.744464148325212e-4	0.02140735373778208	GOBP	WGD	bifan	peak1	Zmays
phosphorylation	290	1309	1.8039904835209615e-4	0.02140735373778208	GOBP	WGD	bifan	peak1	Zmays
ion transport	60	212	2.420530570839739e-4	0.02717377406515674	GOBP	WGD	bifan	peak1	Zmays
chaperone cofactor-dependent protein refolding	19	46	2.4807518458359385e-4	0.02717377406515674	GOBP	WGD	bifan	peak1	Zmays
response to red or far red light	8	12	3.119518097533282e-4	0.03290513904361032	GOBP	WGD	bifan	peak1	Zmays
protein folding	63	229	4.00885811948623e-4	0.04077581401534565	GOBP	WGD	bifan	peak1	Zmays
endoplasmic reticulum unfolded protein response	11	21	4.475948189293864e-4	0.043873766372146634	GOBP	WGD	bifan	peak1	Zmays
cytoplasmic translation	19	48	4.741676250712886e-4	0.043873766372146634	GOBP	WGD	bifan	peak1	Zmays
regulation of gene expression	32	98	4.7755855250580955e-4	0.043873766372146634	GOBP	WGD	bifan	peak1	Zmays
ATP binding	521	2218	6.145262403388494e-11	8.464250973728992e-8	GOMF	WGD	bifan	peak1	Zmays
nucleotide binding	461	1930	8.053521383186482e-11	8.464250973728992e-8	GOMF	WGD	bifan	peak1	Zmays
proton-transporting ATPase activity, rotational mechanism	23	35	9.151561374506528e-10	6.412194003070907e-7	GOMF	WGD	bifan	peak1	Zmays
protein phosphatase regulator activity	21	37	1.9971215082396263e-7	1.0494873525799236e-4	GOMF	WGD	bifan	peak1	Zmays
protein kinase activity	231	941	7.156820238596791e-7	3.008727228306091e-4	GOMF	WGD	bifan	peak1	Zmays
myosin phosphatase activity	53	153	1.1320914646277114e-6	3.3995089409249275e-4	GOMF	WGD	bifan	peak1	Zmays
protein serine/threonine phosphatase activity	53	153	1.1320914646277114e-6	3.3995089409249275e-4	GOMF	WGD	bifan	peak1	Zmays
protein serine/threonine kinase activity	144	549	2.3505235243381173e-6	6.176000560198403e-4	GOMF	WGD	bifan	peak1	Zmays
microtubule binding	60	186	3.3890672834947357e-6	7.915354922117705e-4	GOMF	WGD	bifan	peak1	Zmays
nucleic acid binding	177	709	4.968828675642387e-6	9.888306655022067e-4	GOMF	WGD	bifan	peak1	Zmays
ATP hydrolysis activity	117	434	5.174660951724203e-6	9.888306655022067e-4	GOMF	WGD	bifan	peak1	Zmays
structural molecule activity	23	50	6.774762086233149e-6	0.0011867124921051732	GOMF	WGD	bifan	peak1	Zmays
unfolded protein binding	46	136	1.1497113426652499e-5	0.0018589948017556578	GOMF	WGD	bifan	peak1	Zmays
ATP-dependent protein folding chaperone	31	81	1.9971798233319622e-5	0.0029160742300102355	GOMF	WGD	bifan	peak1	Zmays
RNA binding	260	1125	2.080928327790368e-5	0.0029160742300102355	GOMF	WGD	bifan	peak1	Zmays
dihydrolipoyllysine-residue acetyltransferase activity	7	8	4.690216438905351e-5	0.006161771846611905	GOMF	WGD	bifan	peak1	Zmays
actin filament binding	27	71	7.625996732192233e-5	0.00942932066533416	GOMF	WGD	bifan	peak1	Zmays
phosphatidylinositol binding	16	34	1.2158300369844647e-4	0.01379137872417992	GOMF	WGD	bifan	peak1	Zmays
2 iron, 2 sulfur cluster binding	21	51	1.2544769478683675e-4	0.01379137872417992	GOMF	WGD	bifan	peak1	Zmays
phosphoprotein phosphatase activity	40	124	1.3595286664611674e-4	0.01379137872417992	GOMF	WGD	bifan	peak1	Zmays
proton transmembrane transporter activity	11	19	1.3778256575060815e-4	0.01379137872417992	GOMF	WGD	bifan	peak1	Zmays
ATP-dependent peptidase activity	15	32	2.0878958662960646e-4	0.019948895958883307	GOMF	WGD	bifan	peak1	Zmays
glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	6	7	2.2477342851299727e-4	0.020542336814535666	GOMF	WGD	bifan	peak1	Zmays
heat shock protein binding	17	39	2.404435880463029e-4	0.021058850919722028	GOMF	WGD	bifan	peak1	Zmays
phosphorelay sensor kinase activity	12	23	2.57701730167602e-4	0.021667561472491974	GOMF	WGD	bifan	peak1	Zmays
calcium-dependent protein serine/threonine kinase activity	18	43	2.9421750028145113e-4	0.022905377244133714	GOMF	WGD	bifan	peak1	Zmays
calmodulin-dependent protein kinase activity	18	43	2.9421750028145113e-4	0.022905377244133714	GOMF	WGD	bifan	peak1	Zmays
kinase activity	289	1317	0.00035823507190900446	0.026893218612597407	GOMF	WGD	bifan	peak1	Zmays
metallopeptidase activity	22	60	6.173360504644752e-4	0.04474621993366644	GOMF	WGD	bifan	peak1	Zmays
magnesium ion transmembrane transporter activity	11	22	7.47278141650596e-4	0.04967667442892379	GOMF	WGD	bifan	peak1	Zmays
3-oxoacyl-[acyl-carrier-protein] synthase activity	6	8	7.583872208848302e-4	0.04967667442892379	GOMF	WGD	bifan	peak1	Zmays
glycopeptide alpha-N-acetylgalactosaminidase activity	6	8	7.583872208848302e-4	0.04967667442892379	GOMF	WGD	bifan	peak1	Zmays
protein kinase regulator activity	10	19	7.798907022618863e-4	0.04967667442892379	GOMF	WGD	bifan	peak1	Zmays
small GTPase binding	14	32	8.061473272341322e-4	0.049838872995474875	GOMF	WGD	bifan	peak1	Zmays
Armadillo-type fold	135	366	2.4744656613113586e-17	2.2045014576622893e-13	InterPro	WGD	bifan	peak1	Zmays
Armadillo-like helical	110	289	1.826165893556093e-15	8.134655972845615e-12	InterPro	WGD	bifan	peak1	Zmays
Nucleotide-binding alpha-beta plait domain superfamily	98	301	1.8578479196404134e-9	4.1378917790191105e-6	InterPro	WGD	bifan	peak1	Zmays
RNA-binding domain superfamily	98	301	1.8578479196404134e-9	4.1378917790191105e-6	InterPro	WGD	bifan	peak1	Zmays
RNA recognition motif domain	92	284	7.629638335214376e-9	1.3594489585684975e-5	InterPro	WGD	bifan	peak1	Zmays
Protein kinase domain	210	820	8.722873306778489e-8	1.295201304834826e-4	InterPro	WGD	bifan	peak1	Zmays
Serine/threonine-protein kinase, active site	165	620	1.6133062187672225e-7	2.053277871856741e-4	InterPro	WGD	bifan	peak1	Zmays
Ubiquitin-conjugating enzyme E2	30	68	8.546509026641417e-7	8.766594320984589e-4	InterPro	WGD	bifan	peak1	Zmays
Protein kinase-like domain superfamily	215	868	8.856139733849063e-7	8.766594320984589e-4	InterPro	WGD	bifan	peak1	Zmays
Clathrin/coatomer adaptor, adaptin-like, N-terminal	14	21	1.5172996496068455e-6	0.0013367568337716153	InterPro	WGD	bifan	peak1	Zmays
2-oxo acid dehydrogenase, lipoyl-binding site	11	14	1.6505023202927116e-6	0.0013367568337716153	InterPro	WGD	bifan	peak1	Zmays
ATPase, AAA-type, core	39	106	5.544778274969006e-6	0.0038539395027815267	InterPro	WGD	bifan	peak1	Zmays
PPM-type phosphatase domain	36	95	5.778323640957002e-6	0.0038539395027815267	InterPro	WGD	bifan	peak1	Zmays
ATPase, alpha/beta subunit, nucleotide-binding domain, active site	7	7	6.982289779703445e-6	0.0038539395027815267	InterPro	WGD	bifan	peak1	Zmays
ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain	7	7	6.982289779703445e-6	0.0038539395027815267	InterPro	WGD	bifan	peak1	Zmays
ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain	7	7	6.982289779703445e-6	0.0038539395027815267	InterPro	WGD	bifan	peak1	Zmays
PWWP domain	14	23	7.354020826948699e-6	0.0038539395027815267	InterPro	WGD	bifan	peak1	Zmays
2-oxoacid dehydrogenase acyltransferase, catalytic domain	9	11	8.99530245749936e-6	0.004049905789344431	InterPro	WGD	bifan	peak1	Zmays
14-3-3 protein, conserved site	8	9	9.639894779421835e-6	0.004049905789344431	InterPro	WGD	bifan	peak1	Zmays
GBF-interacting protein 1, N-terminal	8	9	9.639894779421835e-6	0.004049905789344431	InterPro	WGD	bifan	peak1	Zmays
Pumilio, RNA binding domain	8	9	9.639894779421835e-6	0.004049905789344431	InterPro	WGD	bifan	peak1	Zmays
PPM-type phosphatase domain superfamily	36	97	1.000088981542008e-5	0.004049905789344431	InterPro	WGD	bifan	peak1	Zmays
ENTH/VHS	22	48	1.1507126034371475e-5	0.004457260253922412	InterPro	WGD	bifan	peak1	Zmays
Ubiquitin-conjugating enzyme/RWD-like	30	77	1.800378068343213e-5	0.006482788352267587	InterPro	WGD	bifan	peak1	Zmays
Protein kinase, ATP binding site	139	546	1.819168355670554e-5	0.006482788352267587	InterPro	WGD	bifan	peak1	Zmays
Signal transduction histidine kinase, dimerisation/phosphoacceptor domain	12	19	1.9956433483154452e-5	0.00683814868851627	InterPro	WGD	bifan	peak1	Zmays
Histidine kinase/HSP90-like ATPase	18	37	2.6269178137659692e-5	0.008667855852904083	InterPro	WGD	bifan	peak1	Zmays
WD40-repeat-containing domain superfamily	74	258	3.0344956735201513e-5	0.009655114984068224	InterPro	WGD	bifan	peak1	Zmays
WD40/YVTN repeat-like-containing domain superfamily	81	290	3.710975957387235e-5	0.011400374070469958	InterPro	WGD	bifan	peak1	Zmays
Pumilio homology domain	8	10	4.036919425528755e-5	0.011988305054011892	InterPro	WGD	bifan	peak1	Zmays
WD40 repeat	71	250	6.142389303983189e-5	0.01765243429328588	InterPro	WGD	bifan	peak1	Zmays
K Homology domain	18	39	6.370891030836582e-5	0.01773695881053847	InterPro	WGD	bifan	peak1	Zmays
Biotin/lipoyl attachment	11	18	6.956743654313494e-5	0.018781099762508763	InterPro	WGD	bifan	peak1	Zmays
Heat shock protein 70, conserved site	12	21	8.071012882673627e-5	0.021148427579923336	InterPro	WGD	bifan	peak1	Zmays
Armadillo	25	64	8.345178102549218e-5	0.021242054775888853	InterPro	WGD	bifan	peak1	Zmays
AAA ATPase, AAA+ lid domain	23	57	8.829092558517442e-5	0.02184955155661997	InterPro	WGD	bifan	peak1	Zmays
AAA+ ATPase domain	66	233	1.1886598794134269e-4	0.026951442854252362	InterPro	WGD	bifan	peak1	Zmays
14-3-3 domain	8	11	1.2403290571605646e-4	0.026951442854252362	InterPro	WGD	bifan	peak1	Zmays
14-3-3 domain superfamily	8	11	1.2403290571605646e-4	0.026951442854252362	InterPro	WGD	bifan	peak1	Zmays
14-3-3 protein	8	11	1.2403290571605646e-4	0.026951442854252362	InterPro	WGD	bifan	peak1	Zmays
Pumilio RNA-binding repeat	8	11	1.2403290571605646e-4	0.026951442854252362	InterPro	WGD	bifan	peak1	Zmays
Single hybrid motif	11	19	1.3778256575060815e-4	0.02922630662552781	InterPro	WGD	bifan	peak1	Zmays
Heat shock protein 70 family	14	28	1.431531351713677e-4	0.029659332121900344	InterPro	WGD	bifan	peak1	Zmays
E3-binding domain superfamily	7	9	1.773201080227644e-4	0.0351054409416624	InterPro	WGD	bifan	peak1	Zmays
Peripheral subunit-binding domain	7	9	1.773201080227644e-4	0.0351054409416624	InterPro	WGD	bifan	peak1	Zmays
ATPase, F1/V1 complex, beta/alpha subunit, C-terminal	5	5	2.077994790119474e-4	0.03640920862949623	InterPro	WGD	bifan	peak1	Zmays
ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain superfamily	5	5	2.077994790119474e-4	0.03640920862949623	InterPro	WGD	bifan	peak1	Zmays
Ribosomal protein S23, eukaryotic/archaeal	5	5	2.077994790119474e-4	0.03640920862949623	InterPro	WGD	bifan	peak1	Zmays
DAZ-associated protein 1, RNA recognition motif 2	6	7	2.2477342851299727e-4	0.03640920862949623	InterPro	WGD	bifan	peak1	Zmays
F/V-ATP synthase subunit C superfamily	6	7	2.2477342851299727e-4	0.03640920862949623	InterPro	WGD	bifan	peak1	Zmays
Glyceraldehyde 3-phosphate dehydrogenase, active site	6	7	2.2477342851299727e-4	0.03640920862949623	InterPro	WGD	bifan	peak1	Zmays
Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain	6	7	2.2477342851299727e-4	0.03640920862949623	InterPro	WGD	bifan	peak1	Zmays
Glyceraldehyde-3-phosphate dehydrogenase, type I	6	7	2.2477342851299727e-4	0.03640920862949623	InterPro	WGD	bifan	peak1	Zmays
V-ATPase proteolipid subunit	6	7	2.2477342851299727e-4	0.03640920862949623	InterPro	WGD	bifan	peak1	Zmays
V-ATPase proteolipid subunit C-like domain	6	7	2.2477342851299727e-4	0.03640920862949623	InterPro	WGD	bifan	peak1	Zmays
Bromo adjacent homology (BAH) domain	10	17	2.3506593206462043e-4	0.03674039278532813	InterPro	WGD	bifan	peak1	Zmays
Bromo adjacent homology (BAH) domain superfamily	10	17	2.3506593206462043e-4	0.03674039278532813	InterPro	WGD	bifan	peak1	Zmays
Ubiquitin-conjugating enzyme, active site	18	43	2.9421750028145113e-4	0.045192822586335314	InterPro	WGD	bifan	peak1	Zmays
Isopropylmalate dehydrogenase-like domain	8	12	3.119518097533282e-4	0.04710472327275256	InterPro	WGD	bifan	peak1	Zmays
ATPase, AAA-type, conserved site	25	69	3.347706474979398e-4	0.04970786164265242	InterPro	WGD	bifan	peak1	Zmays
histone deacetylation	9	19	1.0086051525936496e-7	2.872507474586714e-4	GOBP	SSD	bifan	peak1	Zmays
tRNA aminoacylation for protein translation	15	62	2.4411392286985135e-7	3.476182261666683e-4	GOBP	SSD	bifan	peak1	Zmays
microtubule-based movement	15	76	3.895604176584565e-6	0.0036982268983042806	GOBP	SSD	bifan	peak1	Zmays
'de novo' IMP biosynthetic process	8	22	5.990621299588127e-6	0.004265322365306747	GOBP	SSD	bifan	peak1	Zmays
mRNA splicing, via spliceosome	22	157	9.941469053291923e-6	0.0054123552749381085	GOBP	SSD	bifan	peak1	Zmays
mRNA processing	25	194	1.1402433865740396e-5	0.0054123552749381085	GOBP	SSD	bifan	peak1	Zmays
SRP-dependent cotranslational protein targeting to membrane, translocation	5	9	3.128222784718524e-5	0.012727397844111938	GOBP	SSD	bifan	peak1	Zmays
transcription initiation from RNA polymerase II promoter	8	29	5.90232587564335e-5	0.021012280117290328	GOBP	SSD	bifan	peak1	Zmays
protein transport	44	481	6.714062604657938e-5	0.021246278108962006	GOBP	SSD	bifan	peak1	Zmays
purine nucleotide biosynthetic process	8	30	7.701691427753432e-5	0.021286093124027024	GOBP	SSD	bifan	peak1	Zmays
seryl-tRNA aminoacylation	4	6	8.243407258327845e-5	0.021286093124027024	GOBP	SSD	bifan	peak1	Zmays
translational initiation	20	156	8.968859462370936e-5	0.021286093124027024	GOBP	SSD	bifan	peak1	Zmays
Golgi vesicle docking	3	3	1.2073756133395566e-4	0.024630112665378116	GOBP	SSD	bifan	peak1	Zmays
intracellular protein transport	27	250	1.2107499203486434e-4	0.024630112665378116	GOBP	SSD	bifan	peak1	Zmays
peptide metabolic process	4	7	1.8478901479493544e-4	0.03289244463349851	GOBP	SSD	bifan	peak1	Zmays
ribosome assembly	4	7	1.8478901479493544e-4	0.03289244463349851	GOBP	SSD	bifan	peak1	Zmays
translation	47	552	2.1186168216618062e-4	0.035183385778314334	GOBP	SSD	bifan	peak1	Zmays
aminoacyl-tRNA metabolism involved in translational fidelity	6	19	2.2461785892444034e-4	0.035183385778314334	GOBP	SSD	bifan	peak1	Zmays
protein import into nucleus	10	53	2.3472062141431614e-4	0.035183385778314334	GOBP	SSD	bifan	peak1	Zmays
ribosome binding	15	47	3.95872107280647e-9	8.321231695039201e-6	GOMF	SSD	bifan	peak1	Zmays
aminoacyl-tRNA ligase activity	15	77	4.619379553342789e-6	0.0031296276538832378	GOMF	SSD	bifan	peak1	Zmays
microtubule motor activity	15	77	4.619379553342789e-6	0.0031296276538832378	GOMF	SSD	bifan	peak1	Zmays
clathrin light chain binding	4	4	5.955523603964296e-6	0.0031296276538832378	GOMF	SSD	bifan	peak1	Zmays
GTP binding	33	302	1.7621748025503846e-5	0.007408182869921816	GOMF	SSD	bifan	peak1	Zmays
microtubule binding	23	186	4.879592300128011e-5	0.01630927722695862	GOMF	SSD	bifan	peak1	Zmays
GTPase activity	27	240	6.0441538307743344e-5	0.01630927722695862	GOMF	SSD	bifan	peak1	Zmays
translation initiation factor activity	20	152	6.207146423200235e-5	0.01630927722695862	GOMF	SSD	bifan	peak1	Zmays
metallocarboxypeptidase activity	4	6	8.243407258327845e-5	0.01732764205700513	GOMF	SSD	bifan	peak1	Zmays
serine-tRNA ligase activity	4	6	8.243407258327845e-5	0.01732764205700513	GOMF	SSD	bifan	peak1	Zmays
ligase activity	36	371	9.383039513052484e-5	0.017503636362361203	GOMF	SSD	bifan	peak1	Zmays
RNA binding	84	1125	9.992561196400306e-5	0.017503636362361203	GOMF	SSD	bifan	peak1	Zmays
aminoacyl-tRNA editing activity	6	17	1.1157034993207803e-4	0.01801183410385979	GOMF	SSD	bifan	peak1	Zmays
nucleic acid binding	58	709	1.1996464198574552e-4	0.01801183410385979	GOMF	SSD	bifan	peak1	Zmays
Coatomer beta' subunit (COPB2)	5	5	2.934686675488701e-7	0.0011021546453912157	InterPro	SSD	bifan	peak1	Zmays
RNA-binding domain superfamily	37	301	3.264640026705653e-7	0.0011021546453912157	InterPro	SSD	bifan	peak1	Zmays
Class I and II aminoacyl-tRNA synthetase, tRNA-binding arm	6	8	3.7113749423882e-7	0.0011021546453912157	InterPro	SSD	bifan	peak1	Zmays
WD40-repeat-containing domain superfamily	33	258	5.679462772374089e-7	0.0011334909815063506	InterPro	SSD	bifan	peak1	Zmays
RNA recognition motif domain	35	284	6.361493891044734e-7	0.0011334909815063506	InterPro	SSD	bifan	peak1	Zmays
Nucleotide-binding alpha-beta plait domain superfamily	36	301	9.120818778973541e-7	0.0013542895750312547	InterPro	SSD	bifan	peak1	Zmays
Aminoacyl-tRNA synthetase, class Ia, anticodon-binding	8	19	1.617253434223827e-6	0.0016715053256126005	InterPro	SSD	bifan	peak1	Zmays
Ribosomal protein S8e	5	6	1.6885787327997983e-6	0.0016715053256126005	InterPro	SSD	bifan	peak1	Zmays
Ribosomal protein S8e, conserved site	5	6	1.6885787327997983e-6	0.0016715053256126005	InterPro	SSD	bifan	peak1	Zmays
WD40 repeat	31	250	2.4117350663077885e-6	0.002148614770573609	InterPro	SSD	bifan	peak1	Zmays
DAZ-associated protein 1, RNA recognition motif 2	5	7	5.667865924536023e-6	0.002792513673037785	InterPro	SSD	bifan	peak1	Zmays
Kelch repeat type 2	5	7	5.667865924536023e-6	0.002792513673037785	InterPro	SSD	bifan	peak1	Zmays
Argonaut, glycine-rich domain	4	4	5.955523603964296e-6	0.002792513673037785	InterPro	SSD	bifan	peak1	Zmays
Clathrin heavy chain, N-terminal	4	4	5.955523603964296e-6	0.002792513673037785	InterPro	SSD	bifan	peak1	Zmays
Clathrin, heavy chain	4	4	5.955523603964296e-6	0.002792513673037785	InterPro	SSD	bifan	peak1	Zmays
Clathrin, heavy chain, linker, core motif	4	4	5.955523603964296e-6	0.002792513673037785	InterPro	SSD	bifan	peak1	Zmays
Clathrin, heavy chain, propeller repeat	4	4	5.955523603964296e-6	0.002792513673037785	InterPro	SSD	bifan	peak1	Zmays
Histone deacetylase interacting domain	4	4	5.955523603964296e-6	0.002792513673037785	InterPro	SSD	bifan	peak1	Zmays
Transcriptional regulatory protein Sin3-like	4	4	5.955523603964296e-6	0.002792513673037785	InterPro	SSD	bifan	peak1	Zmays
WD40/YVTN repeat-like-containing domain superfamily	33	290	7.547861016246268e-6	0.0033621946896869002	InterPro	SSD	bifan	peak1	Zmays
Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)	6	12	1.0315032805219948e-5	0.004376029869604977	InterPro	SSD	bifan	peak1	Zmays
Manganese/iron superoxide dismutase, N-terminal	5	8	1.4495746641698058e-5	0.005380941951287	InterPro	SSD	bifan	peak1	Zmays
Manganese/iron superoxide dismutase, N-terminal domain superfamily	5	8	1.4495746641698058e-5	0.005380941951287	InterPro	SSD	bifan	peak1	Zmays
Ribosomal protein S8e/ribosomal biogenesis NSA2	5	8	1.4495746641698058e-5	0.005380941951287	InterPro	SSD	bifan	peak1	Zmays
G-protein beta WD-40 repeat	16	99	2.6948019992865094e-5	0.007963460921931842	InterPro	SSD	bifan	peak1	Zmays
CCR4-NOT transcription complex subunit 4	4	5	2.86037433496261e-5	0.007963460921931842	InterPro	SSD	bifan	peak1	Zmays
DNA (cytosine-5)-methyltransferase 1, replication foci domain	4	5	2.86037433496261e-5	0.007963460921931842	InterPro	SSD	bifan	peak1	Zmays
Phosphatase BSL, C-terminal metallophosphatase domain	4	5	2.86037433496261e-5	0.007963460921931842	InterPro	SSD	bifan	peak1	Zmays
Serine-tRNA ligase, type1	4	5	2.86037433496261e-5	0.007963460921931842	InterPro	SSD	bifan	peak1	Zmays
Serine-tRNA synthetase, type1, N-terminal	4	5	2.86037433496261e-5	0.007963460921931842	InterPro	SSD	bifan	peak1	Zmays
Serine-tRNA synthetase, type1, N-terminal domain superfamily	4	5	2.86037433496261e-5	0.007963460921931842	InterPro	SSD	bifan	peak1	Zmays
Serine/threonine protein phosphatase, BSU1	4	5	2.86037433496261e-5	0.007963460921931842	InterPro	SSD	bifan	peak1	Zmays
Ribonuclease H-like superfamily	12	60	3.1139816653342926e-5	0.008052787520210446	InterPro	SSD	bifan	peak1	Zmays
Coatomer, WD associated region	5	9	3.128222784718524e-5	0.008052787520210446	InterPro	SSD	bifan	peak1	Zmays
Armadillo-type fold	37	366	3.1636273791375646e-5	0.008052787520210446	InterPro	SSD	bifan	peak1	Zmays
HAT (Half-A-TPR) repeat	6	16	7.533952656907291e-5	0.018644440061218626	InterPro	SSD	bifan	peak1	Zmays
Pre-mRNA-splicing factor Syf1-like	4	6	8.243407258327845e-5	0.019848787909308857	InterPro	SSD	bifan	peak1	Zmays
Armadillo-like helical	30	289	1.0735231756311777e-4	0.022886190083493848	InterPro	SSD	bifan	peak1	Zmays
Adenylate kinase, active site lid domain	3	3	1.2073756133395566e-4	0.022886190083493848	InterPro	SSD	bifan	peak1	Zmays
CNOT4, RNA recognition motif	3	3	1.2073756133395566e-4	0.022886190083493848	InterPro	SSD	bifan	peak1	Zmays
Eukaryotic translation initiation factor 3 subunit C	3	3	1.2073756133395566e-4	0.022886190083493848	InterPro	SSD	bifan	peak1	Zmays
Eukaryotic translation initiation factor 3 subunit C, N-terminal domain	3	3	1.2073756133395566e-4	0.022886190083493848	InterPro	SSD	bifan	peak1	Zmays
HRP1, RNA recognition motif 2	3	3	1.2073756133395566e-4	0.022886190083493848	InterPro	SSD	bifan	peak1	Zmays
Nuclear protein DGCR14/ESS-2	3	3	1.2073756133395566e-4	0.022886190083493848	InterPro	SSD	bifan	peak1	Zmays
Translational activator Gcn1	3	3	1.2073756133395566e-4	0.022886190083493848	InterPro	SSD	bifan	peak1	Zmays
Translocon Sec61/SecY, plug domain	3	3	1.2073756133395566e-4	0.022886190083493848	InterPro	SSD	bifan	peak1	Zmays
Vesicle-fusing ATPase	3	3	1.2073756133395566e-4	0.022886190083493848	InterPro	SSD	bifan	peak1	Zmays
CID domain	6	18	1.603717566332146e-4	0.02976566624677727	InterPro	SSD	bifan	peak1	Zmays
Kinesin motor domain, conserved site	9	42	1.7419109640499816e-4	0.0316707852626965	InterPro	SSD	bifan	peak1	Zmays
Importin-alpha, importin-beta-binding domain superfamily	4	7	1.8478901479493544e-4	0.03228010456486431	InterPro	SSD	bifan	peak1	Zmays
NmrA-like domain	4	7	1.8478901479493544e-4	0.03228010456486431	InterPro	SSD	bifan	peak1	Zmays
Proteasome alpha-subunit, N-terminal domain	6	19	2.2461785892444034e-4	0.03775699066335545	InterPro	SSD	bifan	peak1	Zmays
Proteasome alpha-type subunit	6	19	2.2461785892444034e-4	0.03775699066335545	InterPro	SSD	bifan	peak1	Zmays
HB-other	20	76	1.5868542532517085e-4	0.007140844139632689	Family	WGD	bifan	peak2	Zmays
MYB	15	58	0.0013998024276491389	0.031495554622105626	Family	WGD	bifan	peak2	Zmays
regulation of mRNA splicing, via spliceosome	6	23	9.697686166800327e-6	0.027619010203047332	GOBP	WGD	bifan	peak2	Zmays
acetyl-CoA biosynthetic process from pyruvate	5	17	2.9304919221233276e-5	0.029481019413298365	GOBP	WGD	bifan	peak2	Zmays
regulation of transcription, DNA-templated	22	362	3.1054444606704735e-5	0.029481019413298365	GOBP	WGD	bifan	peak2	Zmays
regulation of secondary shoot formation	3	4	4.58955808622119e-5	0.03267765357389487	GOBP	WGD	bifan	peak2	Zmays
translation	28	552	7.041747618308768e-5	0.04010979443388675	GOBP	WGD	bifan	peak2	Zmays
structural constituent of ribosome	28	417	3.6592771623980754e-7	7.691800595360755e-4	GOMF	WGD	bifan	peak2	Zmays
channel activity	6	22	7.307499156602679e-6	0.007680181613589416	GOMF	WGD	bifan	peak2	Zmays
proton-transporting ATPase activity, rotational mechanism	7	35	1.15982066568169e-5	0.00812647679754304	GOMF	WGD	bifan	peak2	Zmays
Transcription factor, TCP	4	4	2.635652750178625e-7	0.0012951951602759157	InterPro	WGD	bifan	peak2	Zmays
AUX/IAA domain	8	32	4.361415962316474e-7	0.0012951951602759157	InterPro	WGD	bifan	peak2	Zmays
AUX/IAA protein	8	32	4.361415962316474e-7	0.0012951951602759157	InterPro	WGD	bifan	peak2	Zmays
Ribosomal protein L32e	4	5	1.294072859825971e-6	0.0019214825180315959	InterPro	WGD	bifan	peak2	Zmays
Ribosomal protein L32e superfamily	4	5	1.294072859825971e-6	0.0019214825180315959	InterPro	WGD	bifan	peak2	Zmays
V-ATPase proteolipid subunit C, eukaryotic	4	5	1.294072859825971e-6	0.0019214825180315959	InterPro	WGD	bifan	peak2	Zmays
Aquaporin transporter	6	18	1.9641601710043942e-6	0.0021873378704347687	InterPro	WGD	bifan	peak2	Zmays
Major intrinsic protein, conserved site	6	18	1.9641601710043942e-6	0.0021873378704347687	InterPro	WGD	bifan	peak2	Zmays
Aquaporin-like	6	21	5.418123929248825e-6	0.004827006608567778	InterPro	WGD	bifan	peak2	Zmays
Major intrinsic protein	6	21	5.418123929248825e-6	0.004827006608567778	InterPro	WGD	bifan	peak2	Zmays
F/V-ATP synthase subunit C superfamily	4	7	8.7352455938659e-6	0.0059863309996731765	InterPro	WGD	bifan	peak2	Zmays
V-ATPase proteolipid subunit	4	7	8.7352455938659e-6	0.0059863309996731765	InterPro	WGD	bifan	peak2	Zmays
V-ATPase proteolipid subunit C-like domain	4	7	8.7352455938659e-6	0.0059863309996731765	InterPro	WGD	bifan	peak2	Zmays
ATP synthase, F1 beta subunit	3	3	1.1671569171816355e-5	0.006498875609481994	InterPro	WGD	bifan	peak2	Zmays
