TermID	genes	all	pval	padj	Class	Mode	Motif	Species
histone deacetylation	9	19	1.242937219290013e-4	0.017185086087823667	GOBP	SSD	bifan	Zmays
protein-chromophore linkage	13	36	1.2671587354083462e-4	0.017185086087823667	GOBP	SSD	bifan	Zmays
ubiquitin-dependent protein catabolic process	58	308	1.6209615073714068e-4	0.02029994247084478	GOBP	SSD	bifan	Zmays
protein folding	46	229	1.63939142145165e-4	0.02029994247084478	GOBP	SSD	bifan	Zmays
gibberellin catabolic process	4	4	1.869561968873755e-4	0.021298049949409818	GOBP	SSD	bifan	Zmays
protein heterotetramerization	4	4	1.869561968873755e-4	0.021298049949409818	GOBP	SSD	bifan	Zmays
nucleosome assembly	13	38	2.3713878709922327e-4	0.025975817909945687	GOBP	SSD	bifan	Zmays
RNA metabolic process	11	29	2.533870930194884e-4	0.026719001948227197	GOBP	SSD	bifan	Zmays
protein modification by small protein removal	7	13	2.685280260292557e-4	0.026719001948227197	GOBP	SSD	bifan	Zmays
proton transmembrane transport	25	103	2.720684889391112e-4	0.026719001948227197	GOBP	SSD	bifan	Zmays
homoserine biosynthetic process	5	7	3.738410788269586e-4	0.034345141693521875	GOBP	SSD	bifan	Zmays
UTP biosynthetic process	5	7	3.738410788269586e-4	0.034345141693521875	GOBP	SSD	bifan	Zmays
protein deubiquitination	21	83	4.497774724464757e-4	0.04003019504773634	GOBP	SSD	bifan	Zmays
photosynthesis, light harvesting	7	14	4.8283371328609783e-4	0.04167001258905474	GOBP	SSD	bifan	Zmays
GTPase activity	68	240	1.676116426445308e-12	3.5231967283880373e-9	GOMF	SSD	bifan	Zmays
GTP binding	76	302	5.150192271740364e-11	5.412852077599122e-8	GOMF	SSD	bifan	Zmays
peptidyl-prolyl cis-trans isomerase activity	25	64	1.8306987298805598e-8	1.2827095767363121e-5	GOMF	SSD	bifan	Zmays
water channel activity	11	15	4.785252192918853e-8	2.369219741013139e-5	GOMF	SSD	bifan	Zmays
ubiquitin conjugating enzyme activity	21	50	5.635632114683966e-8	2.369219741013139e-5	GOMF	SSD	bifan	Zmays
channel activity	13	22	1.330135392764414e-7	4.659907659317997e-5	GOMF	SSD	bifan	Zmays
RNA binding	179	1125	8.414008275089528e-6	0.0025266064848911696	GOMF	SSD	bifan	Zmays
deubiquitinase activity	11	22	1.1272717118770141e-5	0.0027310254835352424	GOMF	SSD	bifan	Zmays
ribosome binding	17	47	1.1693258492776966e-5	0.0027310254835352424	GOMF	SSD	bifan	Zmays
protein heterodimerization activity	25	87	1.3386812906621335e-5	0.0028139080729718048	GOMF	SSD	bifan	Zmays
proton transmembrane transporter activity	10	19	1.5990991212251378e-5	0.0030500732912557343	GOMF	SSD	bifan	Zmays
nucleic acid binding	120	709	1.7412406990993728e-5	0.0030500732912557343	GOMF	SSD	bifan	Zmays
transcription cis-regulatory region binding	17	49	2.203997239464763e-5	0.003563693997965332	GOMF	SSD	bifan	Zmays
structural constituent of chromatin	21	69	2.486495469033129e-5	0.0037332953399340264	GOMF	SSD	bifan	Zmays
metal ion binding	246	1690	1.1427119069669345e-4	0.016013202856296642	GOMF	SSD	bifan	Zmays
clathrin light chain binding	4	4	1.869561968873755e-4	0.023116583873956664	GOMF	SSD	bifan	Zmays
uniporter activity	4	4	1.869561968873755e-4	0.023116583873956664	GOMF	SSD	bifan	Zmays
glutathione transferase activity	14	43	2.498281505764449e-4	0.029174376250649284	GOMF	SSD	bifan	Zmays
calcium ion binding	43	217	3.5722933116354237e-4	0.03952084495293506	GOMF	SSD	bifan	Zmays
electron transfer activity	26	111	3.7802481512359755e-4	0.0397304080694901	GOMF	SSD	bifan	Zmays
chlorophyll binding	7	14	4.8283371328609783e-4	0.04832935549177989	GOMF	SSD	bifan	Zmays
Small GTP-binding protein domain	46	125	2.830218911034262e-13	2.5214420278404242e-9	InterPro	SSD	bifan	Zmays
Small GTPase	33	73	7.899045075288731e-13	3.5186296287873653e-9	InterPro	SSD	bifan	Zmays
Ubiquitin-conjugating enzyme E2	29	68	1.1021917693575374e-10	3.2731421577354334e-7	InterPro	SSD	bifan	Zmays
RNA recognition motif domain	70	284	7.823836175513303e-10	1.7425639121912003e-6	InterPro	SSD	bifan	Zmays
RNA-binding domain superfamily	72	301	1.8343336049703649e-9	2.9582294223890834e-6	InterPro	SSD	bifan	Zmays
Ubiquitin-conjugating enzyme, active site	21	43	1.9922972874996633e-9	2.9582294223890834e-6	InterPro	SSD	bifan	Zmays
Thioredoxin-like superfamily	53	197	3.5116244961183674e-9	4.084597942730357e-6	InterPro	SSD	bifan	Zmays
Ubiquitin-conjugating enzyme/RWD-like	29	77	3.6678396612238023e-9	4.084597942730357e-6	InterPro	SSD	bifan	Zmays
Nucleotide-binding alpha-beta plait domain superfamily	71	301	4.469945745855173e-9	4.4247496277581935e-6	InterPro	SSD	bifan	Zmays
FKBP-type peptidyl-prolyl cis-trans isomerase domain	13	20	2.6029609456333594e-8	2.31897790646476e-5	InterPro	SSD	bifan	Zmays
Thioredoxin domain	29	84	3.589573634526272e-8	2.6920063390984976e-5	InterPro	SSD	bifan	Zmays
Protein NDR1-like	9	10	3.6260047220992226e-8	2.6920063390984976e-5	InterPro	SSD	bifan	Zmays
Aquaporin-like	13	21	6.097327693627603e-8	3.880078030180594e-5	InterPro	SSD	bifan	Zmays
Major intrinsic protein	13	21	6.097327693627603e-8	3.880078030180594e-5	InterPro	SSD	bifan	Zmays
Secretory peroxidase	17	35	7.70636793246468e-8	4.577068794021855e-5	InterPro	SSD	bifan	Zmays
Alfin1-like, PHD finger	11	16	1.3682873610801463e-7	7.618795062414389e-5	InterPro	SSD	bifan	Zmays
Plant peroxidase	17	37	2.144498342569394e-7	1.1238432784676899e-4	InterPro	SSD	bifan	Zmays
Alfin	11	17	3.4645050738592205e-7	1.6244881948953576e-4	InterPro	SSD	bifan	Zmays
Alfin, N-terminal	11	17	3.4645050738592205e-7	1.6244881948953576e-4	InterPro	SSD	bifan	Zmays
Longin-like domain superfamily	17	39	5.462351016314817e-7	2.433204260217435e-4	InterPro	SSD	bifan	Zmays
Aquaporin transporter	11	18	7.962075950909778e-7	3.2242788475752367e-4	InterPro	SSD	bifan	Zmays
Major intrinsic protein, conserved site	11	18	7.962075950909778e-7	3.2242788475752367e-4	InterPro	SSD	bifan	Zmays
MORF/ORRM1/DAG-like	7	8	2.138316960634111e-6	8.282724261864911e-4	InterPro	SSD	bifan	Zmays
Protein CELLULOSE SYNTHASE INTERACTIVE 1/2/3	6	6	2.550264841581759e-6	9.46679561402162e-4	InterPro	SSD	bifan	Zmays
Small GTPase superfamily, ARF/SAR type	12	25	7.654127507158338e-6	0.0027276248784509458	InterPro	SSD	bifan	Zmays
Haem peroxidase	17	46	8.371899578591416e-6	0.0028686635902181123	InterPro	SSD	bifan	Zmays
Histone-fold	22	70	9.054703764118898e-6	0.0029877168827605652	InterPro	SSD	bifan	Zmays
Haem peroxidase superfamily	17	47	1.1693258492776966e-5	0.0037205442825767854	InterPro	SSD	bifan	Zmays
Peroxidase, active site	13	30	1.2923064942689386e-5	0.003970054674979991	InterPro	SSD	bifan	Zmays
F/V-ATP synthase subunit C superfamily	6	7	1.60657660352226e-5	0.004472809675243692	InterPro	SSD	bifan	Zmays
V-ATPase proteolipid subunit	6	7	1.60657660352226e-5	0.004472809675243692	InterPro	SSD	bifan	Zmays
V-ATPase proteolipid subunit C-like domain	6	7	1.60657660352226e-5	0.004472809675243692	InterPro	SSD	bifan	Zmays
Peroxidases heam-ligand binding site	16	44	1.9487925270154313e-5	0.0051202761417014735	InterPro	SSD	bifan	Zmays
Late embryogenesis abundant protein, LEA_2 subgroup	12	27	2.043067610457444e-5	0.0051202761417014735	InterPro	SSD	bifan	Zmays
Coatomer beta' subunit (COPB2)	5	5	2.1839768030604557e-5	0.0051202761417014735	InterPro	SSD	bifan	Zmays
DNA (cytosine-5)-methyltransferase 1, replication foci domain	5	5	2.1839768030604557e-5	0.0051202761417014735	InterPro	SSD	bifan	Zmays
Respiratory supercomplex factor 2, mitochondrial	5	5	2.1839768030604557e-5	0.0051202761417014735	InterPro	SSD	bifan	Zmays
TPR repeat-containing thioredoxin TTL1-4	5	5	2.1839768030604557e-5	0.0051202761417014735	InterPro	SSD	bifan	Zmays
EF-hand domain	34	140	2.3579639666981465e-5	0.005386436148541997	InterPro	SSD	bifan	Zmays
EF-hand domain pair	37	158	2.5055993022489954e-5	0.005580596045934075	InterPro	SSD	bifan	Zmays
Pleckstrin homology domain	14	36	2.671614537112341e-5	0.005805222905154596	InterPro	SSD	bifan	Zmays
Histone H2A/H2B/H3	15	41	3.25011262376594e-5	0.006894107944078752	InterPro	SSD	bifan	Zmays
Small GTPase superfamily, ARF type	8	14	5.4222338772414286e-5	0.01123411200287067	InterPro	SSD	bifan	Zmays
Class I and II aminoacyl-tRNA synthetase, tRNA-binding arm	6	8	5.7848113258988125e-5	0.0117129282050983	InterPro	SSD	bifan	Zmays
EF-Hand 1, calcium-binding site	30	123	6.372016175126317e-5	0.012381885881880208	InterPro	SSD	bifan	Zmays
Prenylated rab acceptor PRA1	7	11	6.393161416168926e-5	0.012381885881880208	InterPro	SSD	bifan	Zmays
Glutathione S-transferase, C-terminal-like	14	39	7.5561721037173e-5	0.014322965377024984	InterPro	SSD	bifan	Zmays
Aspartate kinase	5	6	1.1828728397571843e-4	0.020432729040802424	InterPro	SSD	bifan	Zmays
Hypoxia induced protein, domain	5	6	1.1828728397571843e-4	0.020432729040802424	InterPro	SSD	bifan	Zmays
Ribosomal protein S8e	5	6	1.1828728397571843e-4	0.020432729040802424	InterPro	SSD	bifan	Zmays
Ribosomal protein S8e, conserved site	5	6	1.1828728397571843e-4	0.020432729040802424	InterPro	SSD	bifan	Zmays
Alpha/beta hydrolase fold-3	11	27	1.1926163543851455e-4	0.020432729040802424	InterPro	SSD	bifan	Zmays
Thioredoxin, conserved site	12	32	1.514597755348678e-4	0.024514102148407813	InterPro	SSD	bifan	Zmays
NAC A/B domain superfamily	6	9	1.5626082825631967e-4	0.024514102148407813	InterPro	SSD	bifan	Zmays
Nascent polypeptide-associated complex NAC domain	6	9	1.5626082825631967e-4	0.024514102148407813	InterPro	SSD	bifan	Zmays
Tetraspani, plant	6	9	1.5626082825631967e-4	0.024514102148407813	InterPro	SSD	bifan	Zmays
Argonaut, glycine-rich domain	4	4	1.869561968873755e-4	0.024514102148407813	InterPro	SSD	bifan	Zmays
Calcium uniporter protein, C-terminal	4	4	1.869561968873755e-4	0.024514102148407813	InterPro	SSD	bifan	Zmays
Clathrin heavy chain, N-terminal	4	4	1.869561968873755e-4	0.024514102148407813	InterPro	SSD	bifan	Zmays
Clathrin, heavy chain	4	4	1.869561968873755e-4	0.024514102148407813	InterPro	SSD	bifan	Zmays
Clathrin, heavy chain, linker, core motif	4	4	1.869561968873755e-4	0.024514102148407813	InterPro	SSD	bifan	Zmays
Clathrin, heavy chain, propeller repeat	4	4	1.869561968873755e-4	0.024514102148407813	InterPro	SSD	bifan	Zmays
FeS cluster insertion, C-terminal, conserved site	4	4	1.869561968873755e-4	0.024514102148407813	InterPro	SSD	bifan	Zmays
Histone deacetylase interacting domain	4	4	1.869561968873755e-4	0.024514102148407813	InterPro	SSD	bifan	Zmays
MCU family	4	4	1.869561968873755e-4	0.024514102148407813	InterPro	SSD	bifan	Zmays
Transcription factor IIA, beta-barrel	4	4	1.869561968873755e-4	0.024514102148407813	InterPro	SSD	bifan	Zmays
Transcriptional regulatory protein Sin3-like	4	4	1.869561968873755e-4	0.024514102148407813	InterPro	SSD	bifan	Zmays
Universal stress protein A family	8	16	1.871095460872973e-4	0.024514102148407813	InterPro	SSD	bifan	Zmays
AP complex, mu/sigma subunit	7	13	2.685280260292557e-4	0.03277145457389916	InterPro	SSD	bifan	Zmays
Glutathione S-transferase Omega/Tau-like	7	13	2.685280260292557e-4	0.03277145457389916	InterPro	SSD	bifan	Zmays
Glutathione S-transferases Tau, C-terminal alpha helical domain, plant	7	13	2.685280260292557e-4	0.03277145457389916	InterPro	SSD	bifan	Zmays
PPPDE peptidase domain	7	13	2.685280260292557e-4	0.03277145457389916	InterPro	SSD	bifan	Zmays
PPPDE peptidase domain superfamily	7	13	2.685280260292557e-4	0.03277145457389916	InterPro	SSD	bifan	Zmays
Calcineurin B-like	6	10	3.518390039907507e-4	0.03964940680082588	InterPro	SSD	bifan	Zmays
Glutathione S-transferases Phi, C-terminal	6	10	3.518390039907507e-4	0.03964940680082588	InterPro	SSD	bifan	Zmays
Saposin-like type B, region 1	6	10	3.518390039907507e-4	0.03964940680082588	InterPro	SSD	bifan	Zmays
Aspartate kinase, conserved site	5	7	3.738410788269586e-4	0.03964940680082588	InterPro	SSD	bifan	Zmays
DAZ-associated protein 1, RNA recognition motif 2	5	7	3.738410788269586e-4	0.03964940680082588	InterPro	SSD	bifan	Zmays
Kelch repeat type 2	5	7	3.738410788269586e-4	0.03964940680082588	InterPro	SSD	bifan	Zmays
Nucleoside diphosphate kinase	5	7	3.738410788269586e-4	0.03964940680082588	InterPro	SSD	bifan	Zmays
Nucleoside diphosphate kinase-like domain	5	7	3.738410788269586e-4	0.03964940680082588	InterPro	SSD	bifan	Zmays
Nucleoside diphosphate kinase-like domain superfamily	5	7	3.738410788269586e-4	0.03964940680082588	InterPro	SSD	bifan	Zmays
Nucleoside diphosphate kinase, active site	5	7	3.738410788269586e-4	0.03964940680082588	InterPro	SSD	bifan	Zmays
UAA transporter	5	7	3.738410788269586e-4	0.03964940680082588	InterPro	SSD	bifan	Zmays
Zf-FLZ domain	10	26	4.2420336457820715e-4	0.04397710344251947	InterPro	SSD	bifan	Zmays
Glutathione S-transferase, N-terminal	14	45	4.24518003822727e-4	0.04397710344251947	InterPro	SSD	bifan	Zmays
Chlorophyll A-B binding protein, plant and chromista	7	14	4.8283371328609783e-4	0.049443282203055695	InterPro	SSD	bifan	Zmays
translation	182	567	8.615910725495311e-41	2.3142336208680404e-37	GOBP	WGD	bifan	Ptrichocarpa
cytoplasmic translation	34	63	1.9174570217640225e-16	2.575144780229082e-13	GOBP	WGD	bifan	Ptrichocarpa
mitotic cell cycle phase transition	18	31	4.821220902710055e-10	4.3165997815597356e-7	GOBP	WGD	bifan	Ptrichocarpa
plant-type secondary cell wall biogenesis	21	51	5.5651932870810855e-8	3.737027292274949e-5	GOBP	WGD	bifan	Ptrichocarpa
regulation of cyclin-dependent protein serine/threonine kinase activity	18	46	1.2129537613932051e-6	6.515987606204299e-4	GOBP	WGD	bifan	Ptrichocarpa
translational elongation	17	43	2.021542463541073e-6	8.118889048720639e-4	GOBP	WGD	bifan	Ptrichocarpa
endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	6	6	2.199149261939088e-6	8.118889048720639e-4	GOBP	WGD	bifan	Ptrichocarpa
ribosomal small subunit assembly	15	35	2.41813523416847e-6	8.118889048720639e-4	GOBP	WGD	bifan	Ptrichocarpa
xylan biosynthetic process	12	24	3.4314009021667985e-6	0.0010240825359133358	GOBP	WGD	bifan	Ptrichocarpa
cytoskeleton organization	11	24	2.524603100072738e-5	0.006781083926795375	GOBP	WGD	bifan	Ptrichocarpa
microtubule-based movement	20	66	2.8928657683468827e-5	0.0070638522307088425	GOBP	WGD	bifan	Ptrichocarpa
polyamine biosynthetic process	8	14	4.525999537130527e-5	0.010130695630610496	GOBP	WGD	bifan	Ptrichocarpa
cytoplasmic translational initiation	12	30	5.6873434432486725e-5	0.011750926529666103	GOBP	WGD	bifan	Ptrichocarpa
spliceosomal snRNP assembly	10	22	6.49138578257863e-5	0.012454187294290143	GOBP	WGD	bifan	Ptrichocarpa
ribosomal large subunit assembly	16	52	1.4577827278340033e-4	0.026104029379747554	GOBP	WGD	bifan	Ptrichocarpa
intracellular sterol transport	4	4	1.6936616422513396e-4	0.026759853947571164	GOBP	WGD	bifan	Ptrichocarpa
rRNA export from nucleus	4	4	1.6936616422513396e-4	0.026759853947571164	GOBP	WGD	bifan	Ptrichocarpa
positive regulation of cell cycle	8	17	2.669800783523423e-4	0.0377425521291785	GOBP	WGD	bifan	Ptrichocarpa
regulation of mitotic nuclear division	8	17	2.669800783523423e-4	0.0377425521291785	GOBP	WGD	bifan	Ptrichocarpa
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	6	10	3.0667008413113954e-4	0.04118579229881204	GOBP	WGD	bifan	Ptrichocarpa
abscisic acid-activated signaling pathway	17	61	3.457569907066862e-4	0.041778136176374846	GOBP	WGD	bifan	Ptrichocarpa
protein metabolic process	10	26	3.468232845247911e-4	0.041778136176374846	GOBP	WGD	bifan	Ptrichocarpa
protein phosphorylation	137	908	3.5774278929881666e-4	0.041778136176374846	GOBP	WGD	bifan	Ptrichocarpa
signal transduction	44	230	3.9976783794794046e-4	0.04474068386367367	GOBP	WGD	bifan	Ptrichocarpa
structural constituent of ribosome	166	450	3.421998879687629e-46	7.001409707840889e-43	GOMF	WGD	bifan	Ptrichocarpa
microtubule binding	43	154	1.552597490033246e-8	1.5883072323040108e-5	GOMF	WGD	bifan	Ptrichocarpa
mRNA binding	78	368	4.0807286750873685e-8	2.7830569564095855e-5	GOMF	WGD	bifan	Ptrichocarpa
RNA binding	161	976	7.347117907258796e-7	3.3809642262277144e-4	GOMF	WGD	bifan	Ptrichocarpa
cyclin-dependent protein serine/threonine kinase regulator activity	18	45	8.262375919422567e-7	3.3809642262277144e-4	GOMF	WGD	bifan	Ptrichocarpa
acetyltransferase activity	8	12	9.220933754899248e-6	0.0031443384104206436	GOMF	WGD	bifan	Ptrichocarpa
5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	5	5	1.930291287241537e-5	0.004936719967120231	GOMF	WGD	bifan	Ptrichocarpa
S-methyltransferase activity	5	5	1.930291287241537e-5	0.004936719967120231	GOMF	WGD	bifan	Ptrichocarpa
microtubule motor activity	20	66	2.8928657683468827e-5	0.006576448180041914	GOMF	WGD	bifan	Ptrichocarpa
Hsp90 protein binding	8	16	1.5704315569189478e-4	0.026655628615740314	GOMF	WGD	bifan	Ptrichocarpa
proton-transporting ATPase activity, rotational mechanism	12	33	1.6817068976014376e-4	0.026655628615740314	GOMF	WGD	bifan	Ptrichocarpa
G-quadruplex RNA binding	4	4	1.6936616422513396e-4	0.026655628615740314	GOMF	WGD	bifan	Ptrichocarpa
methionine synthase activity	4	4	1.6936616422513396e-4	0.026655628615740314	GOMF	WGD	bifan	Ptrichocarpa
protein domain specific binding	8	17	2.669800783523423e-4	0.03901723145063517	GOMF	WGD	bifan	Ptrichocarpa
Cyclin	16	31	4.4048661701677336e-8	1.9945234018519498e-4	InterPro	WGD	bifan	Ptrichocarpa
Cyclin, C-terminal domain	16	31	4.4048661701677336e-8	1.9945234018519498e-4	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein L23/L15e core domain superfamily	10	16	1.5382598517099147e-6	0.004643493739028329	InterPro	WGD	bifan	Ptrichocarpa
Leucine-rich repeat-containing N-terminal, plant-type	43	181	2.058363059884922e-6	0.004660133967579463	InterPro	WGD	bifan	Ptrichocarpa
Cyclin-like	18	49	3.5485115892607337e-6	0.006427064190469041	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein L2, domain 2	14	33	6.0656418450812805e-6	0.007591343280397053	InterPro	WGD	bifan	Ptrichocarpa
Cyclin, N-terminal	16	42	7.125929159664422e-6	0.007591343280397053	InterPro	WGD	bifan	Ptrichocarpa
Rho GTPase activation protein	8	12	9.220933754899248e-6	0.007591343280397053	InterPro	WGD	bifan	Ptrichocarpa
Rho GTPase-activating protein domain	8	12	9.220933754899248e-6	0.007591343280397053	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal L18e/L15P superfamily	8	12	9.220933754899248e-6	0.007591343280397053	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein L18e/L15P	8	12	9.220933754899248e-6	0.007591343280397053	InterPro	WGD	bifan	Ptrichocarpa
Translation protein SH3-like domain superfamily	14	35	1.3771801752390992e-5	0.008336808178411622	InterPro	WGD	bifan	Ptrichocarpa
Zinc-binding ribosomal protein	12	27	1.5872460781612285e-5	0.008336808178411622	InterPro	WGD	bifan	Ptrichocarpa
Cobalamin-independent methionine synthase	5	5	1.930291287241537e-5	0.008336808178411622	InterPro	WGD	bifan	Ptrichocarpa
Cobalamin-independent methionine synthase MetE, C-terminal/archaeal	5	5	1.930291287241537e-5	0.008336808178411622	InterPro	WGD	bifan	Ptrichocarpa
Cobalamin-independent methionine synthase MetE, N-terminal	5	5	1.930291287241537e-5	0.008336808178411622	InterPro	WGD	bifan	Ptrichocarpa
14-3-3 domain	8	13	2.1562899802277624e-5	0.008336808178411622	InterPro	WGD	bifan	Ptrichocarpa
14-3-3 domain superfamily	8	13	2.1562899802277624e-5	0.008336808178411622	InterPro	WGD	bifan	Ptrichocarpa
14-3-3 protein	8	13	2.1562899802277624e-5	0.008336808178411622	InterPro	WGD	bifan	Ptrichocarpa
14-3-3 protein, conserved site	8	13	2.1562899802277624e-5	0.008336808178411622	InterPro	WGD	bifan	Ptrichocarpa
CRIB domain	8	13	2.1562899802277624e-5	0.008336808178411622	InterPro	WGD	bifan	Ptrichocarpa
HECT domain	8	13	2.1562899802277624e-5	0.008336808178411622	InterPro	WGD	bifan	Ptrichocarpa
HECT, E3 ligase catalytic domain	8	13	2.1562899802277624e-5	0.008336808178411622	InterPro	WGD	bifan	Ptrichocarpa
Kinesin motor domain	20	65	2.256332606351695e-5	0.008336808178411622	InterPro	WGD	bifan	Ptrichocarpa
TPX2, C-terminal	10	20	2.301459854906035e-5	0.008336808178411622	InterPro	WGD	bifan	Ptrichocarpa
Kinesin motor domain superfamily	22	77	3.2669036129855504e-5	0.011378876584306594	InterPro	WGD	bifan	Ptrichocarpa
Cyclin-like superfamily	18	58	5.03925009265618e-5	0.016902018088553468	InterPro	WGD	bifan	Ptrichocarpa
FAS1 domain	12	31	8.319160114524827e-5	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
FAS1 domain superfamily	12	31	8.319160114524827e-5	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Eukaryotic porin/Tom40	7	12	1.1760756247623314e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Actin, conserved site	6	9	1.3583823722393328e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
NAC A/B domain superfamily	6	9	1.3583823722393328e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Nascent polypeptide-associated complex NAC domain	6	9	1.3583823722393328e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Clp,  repeat (R) domain	10	24	1.5874190857366393e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Clp, N-terminal domain superfamily	10	24	1.5874190857366393e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Bromodomain	12	33	1.6817068976014376e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
40S Ribosomal protein S10	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
60S ribosomal protein L19	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Cas1p 10 TM acyl transferase domain	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
E3 ubiquitin-protein ligase HECTD1/TRIP12-like	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Heat shock protein Sti1-like	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Microspherule protein 1	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Microspherule protein, N-terminal domain	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Photosystem I PsaG/PsaK domain, chloroplastic	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Photosystem I PsaG/PsaK protein	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Photosystem I PsaG/PsaK, plant	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Plectin/S10, N-terminal	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Protein WAVE-DAMPENED 2-like	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein L14	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein L14, KOW motif	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein L14e domain	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein L18e	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein L19, eukaryotic	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein L19/L19e	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein L19/L19e conserved site	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein L19/L19e superfamily	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein L19/L19e, domain 1	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein L22/L17, conserved site	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein L22/L17, eukaryotic/archaeal	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein L35A	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein L35A superfamily	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein L35Ae, conserved site	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein S13/S15, N-terminal	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein S15P	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein S2, eukaryotic	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein S2, eukaryotic/archaeal	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein S24e	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein S25	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal protein S7e	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
Ribosomal S24e conserved site	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
SH2 domain superfamily	4	4	1.6936616422513396e-4	0.01893555534842979	InterPro	WGD	bifan	Ptrichocarpa
